t_min,SoC_true_%,I_mA,Vterm_V,phase,STAT,fw_old_%,fw_new_%
139.417,99.00,25.1,4.2000,CV,0,93.3,93.3
139.500,99.00,25.0,4.2000,CV,0,93.4,93.4
139.583,99.01,24.8,4.2000,CV,0,93.4,93.4
139.667,99.01,24.7,4.2000,CV,0,93.5,93.5
139.750,99.02,24.5,4.2000,CV,0,93.5,93.5
139.833,99.02,24.4,4.2000,CV,0,93.6,93.6
139.917,99.03,24.3,4.2000,CV,0,93.6,93.6
140.000,99.04,24.1,4.2000,CV,0,93.7,93.7
140.083,99.04,24.0,4.2000,CV,0,93.7,93.7
140.167,99.05,23.8,4.2000,CV,0,93.8,93.8
140.250,99.05,23.7,4.2000,CV,0,93.8,93.8
140.333,99.06,23.6,4.2000,CV,0,93.9,93.9
140.417,99.06,23.4,4.2000,CV,0,93.9,93.9
140.500,99.07,23.3,4.2000,CV,0,94.0,94.0
140.583,99.07,23.2,4.2000,CV,0,94.0,94.0
140.667,99.08,23.0,4.2000,CV,0,94.1,94.1
140.750,99.08,22.9,4.2000,CV,0,94.1,94.1
140.833,99.09,22.8,4.2000,CV,0,94.2,94.2
140.917,99.10,22.6,4.2000,CV,0,94.2,94.2
141.000,99.10,22.5,4.2000,CV,0,94.3,94.3
141.083,99.11,22.4,4.2000,CV,0,94.4,94.4
141.167,99.11,22.2,4.2000,CV,0,94.4,94.4
141.250,99.12,22.1,4.2000,CV,0,94.5,94.5
141.333,99.12,22.0,4.2000,CV,0,94.5,94.5
141.417,99.13,21.8,4.2000,CV,0,94.6,94.6
141.500,99.13,21.7,4.2000,CV,0,94.6,94.6
141.583,99.14,21.6,4.2000,CV,0,94.7,94.7
141.667,99.14,21.5,4.2000,CV,0,94.7,94.7
141.750,99.15,21.3,4.2000,CV,0,94.8,94.8
141.833,99.15,21.2,4.2000,CV,0,94.8,94.8
141.917,99.16,21.1,4.2000,CV,0,94.9,94.9
142.000,99.16,21.0,4.2000,CV,1,94.9,94.9
